Time,Repetition,Trial,HRTF,HRTFidx,azi_target,ele_target,azi_response,ele_response,attenuation_dB,correctionTrial,
12/01/2024 13:08:24,-1,79,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,270,-56,-74.2366,-51.57499,0,1,
12/01/2024 13:08:29,-1,79,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,270,-56,-89.86028,-56.15533,0,2,
12/01/2024 13:08:32,-1,80,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,324,0,-31.49141,0.3045456,0,0,
12/01/2024 13:08:36,-1,81,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,72,0,90.67449,0.2954137,0,0,
12/01/2024 13:08:39,-1,81,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,72,0,77.53751,1.000147,0,1,
12/01/2024 13:08:42,-1,81,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,72,0,73.07734,0.7370135,0,2,
12/01/2024 13:08:46,-1,82,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,0,90,-0.9159984,70.04971,0,0,
12/01/2024 13:08:50,-1,82,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,0,90,11.62893,89.03515,0,1,
12/01/2024 13:08:54,-1,83,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,36,0,40.05733,0.8529457,0,0,
12/01/2024 13:08:58,-1,84,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,342,56,-20.42067,65.15966,0,0,
12/01/2024 13:09:03,-1,84,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,342,56,-20.96494,59.31054,0,1,
12/01/2024 13:09:06,-1,85,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,180,0,0,-30.52084,0,0,
12/01/2024 13:09:11,-1,85,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,180,0,-179.1595,0.02797646,0,1,
12/01/2024 13:09:15,-1,86,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,252,0,-90.39407,-0.1887116,0,0,
12/01/2024 13:09:19,-1,86,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,252,0,-105.2884,-0.6688108,0,1,
12/01/2024 13:09:23,-1,87,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,198,56,-23.58481,73.52132,0,0,
12/01/2024 13:09:28,-1,87,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,198,56,-152.0763,60.74813,0,1,
12/01/2024 13:09:32,-1,87,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,198,56,-166.1557,47.45205,0,2,
12/01/2024 13:09:36,-1,88,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,270,56,-139.394,60.65083,0,0,
12/01/2024 13:09:40,-1,88,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,270,56,-86.04879,63.23084,0,1,
12/01/2024 13:09:44,-1,88,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,270,56,-95.22383,56.42572,0,2,
12/01/2024 13:09:48,-1,89,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,234,32,-94.35269,41.78863,0,0,
12/01/2024 13:09:52,-1,89,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,234,32,-125.7007,34.19378,0,1,
12/01/2024 13:09:56,-1,90,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,126,-56,129.0669,-54.6965,0,0,
12/01/2024 13:10:01,-1,91,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,216,0,-152.2317,31.96637,0,0,
12/01/2024 13:10:05,-1,91,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,216,0,-145.017,0.8543211,0,1,
12/01/2024 13:10:08,-1,92,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,162,32,121.9872,59.71647,0,0,
12/01/2024 13:10:12,-1,92,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,162,32,155.8724,41.79314,0,1,
12/01/2024 13:10:17,-1,92,TRAINING - KEMAR_Knowl_EarSim_SmallEars_Windowed_NoITD_48kHz.3dti-hrtf.bytes,0,162,32,164.4694,25.51371,0,2,
12/01/2024 13:16:52,0,0,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,0,30,-179.8032,0.530449,0,0,
12/01/2024 13:16:57,0,1,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,270,60,-122.7904,24.85078,0,0,
12/01/2024 13:17:02,0,2,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,270,30,-129.0991,0.5764125,0,0,
12/01/2024 13:17:07,0,3,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,45,-30,147.9296,-34.59075,0,0,
12/01/2024 13:17:12,0,4,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,225,30,-151.2935,-19.02332,0,0,
12/01/2024 13:17:18,0,5,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,0,60,-178.7138,0.174713,0,0,
12/01/2024 13:17:24,0,6,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,315,-30,-112.9103,-28.71607,0,0,
12/01/2024 13:17:29,0,7,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,270,60,-112.8382,18.90015,0,0,
12/01/2024 13:17:35,0,8,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,0,90,177.6926,-25.12479,0,0,
12/01/2024 13:17:40,0,9,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,90,-30,105.106,-31.11593,0,0,
12/01/2024 13:17:46,0,10,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,150,0,149.7657,16.51485,0,0,
12/01/2024 13:17:52,0,11,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,45,30,113.8506,13.07706,0,0,
12/01/2024 13:17:59,0,12,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,180,0,178.9246,-24.28961,0,0,
12/01/2024 13:18:03,0,13,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,180,30,-0.5211454,-0.05233916,0,0,
12/01/2024 13:18:07,0,14,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,270,0,-89.82742,-0.6812752,0,0,
12/01/2024 13:18:11,0,15,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,0,0,-0.25101,0.4196478,0,0,
12/01/2024 13:18:14,0,16,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,0,90,-0.09278741,25.81018,0,0,
12/01/2024 13:18:21,0,17,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,180,30,-179.2807,-22.47308,0,0,
12/01/2024 13:18:28,0,18,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,0,-30,179.5256,-35.01451,0,0,
12/01/2024 13:18:33,0,19,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,225,-30,-152.329,-22.18235,0,0,
12/01/2024 13:18:39,0,20,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,135,30,95.86088,-12.85991,0,0,
12/01/2024 13:18:44,0,21,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,330,0,-51.24759,0.9532654,0,0,
12/01/2024 13:18:47,0,22,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,270,-30,-90.98895,-30.25666,0,0,
12/01/2024 13:18:52,0,23,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,315,-30,-121.4647,-16.26334,0,0,
12/01/2024 13:18:57,0,24,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,135,-30,150.725,-20.39578,0,0,
12/01/2024 13:19:01,0,25,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,45,30,136.0156,-7.110085,0,0,
12/01/2024 13:19:05,0,26,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,90,0,110.1505,1.303863,0,0,
12/01/2024 13:19:11,0,27,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,180,60,-23.01571,88.15325,0,0,
12/01/2024 13:19:15,0,28,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,0,30,179.9374,57.65563,0,0,
12/01/2024 13:19:20,0,29,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,60,0,91.91673,-8.715146,0,0,
12/01/2024 13:19:24,0,30,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,135,30,136.8272,8.346827,0,0,
12/01/2024 13:19:28,0,31,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,210,0,-151.9524,-11.83959,0,0,
12/01/2024 13:19:33,0,32,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,30,0,57.35985,-23.77832,0,0,
12/01/2024 13:19:37,0,33,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,240,0,-122.4347,-11.72155,0,0,
12/01/2024 13:19:43,0,34,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,0,-30,179.3663,-48.31055,0,0,
12/01/2024 13:19:48,0,35,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,150,0,157.4133,-6.137182,0,0,
12/01/2024 13:19:53,0,36,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,90,0,108.6758,-10.24177,0,0,
12/01/2024 13:19:59,0,37,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,315,30,-126.1294,-8.827393,0,0,
12/01/2024 13:20:06,0,38,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,180,60,177.7144,31.83499,0,0,
12/01/2024 13:20:12,0,39,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,180,0,1.673159,28.15497,0,0,
12/01/2024 13:20:16,0,40,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,270,-30,-90.63806,-28.45275,0,0,
12/01/2024 13:20:21,0,41,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,180,30,-1.122045,52.47637,0,0,
12/01/2024 13:20:25,0,42,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,90,30,89.93005,1.957048,0,0,
12/01/2024 13:20:31,0,43,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,180,0,164.7001,88.88559,0,0,
12/01/2024 13:20:38,0,44,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,0,0,178.0674,37.99982,0,0,
12/01/2024 13:20:42,0,45,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,240,0,-97.73764,23.68998,0,0,
12/01/2024 13:20:47,0,46,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,30,0,58.67638,-25.89855,0,0,
12/01/2024 13:20:52,0,47,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,210,0,-150.303,15.75572,0,0,
12/01/2024 13:20:57,0,48,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,120,0,131.5795,-0.1370561,0,0,
12/01/2024 13:21:01,0,49,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,315,30,-79.96654,40.53941,0,0,
12/01/2024 13:21:05,0,50,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,315,30,-139.3979,-18.14495,0,0,
12/01/2024 13:21:09,0,51,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,90,0,90.53615,0.2668786,0,0,
12/01/2024 13:21:14,0,52,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,150,0,170.4895,-1.346103,0,0,
12/01/2024 13:21:19,0,53,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,0,60,176.39,75.99945,0,0,
12/01/2024 13:21:23,0,54,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,225,-30,-137.888,-29.05011,0,0,
12/01/2024 13:21:28,0,55,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,90,60,163.363,22.65037,0,0,
12/01/2024 13:21:33,0,56,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,225,30,-100.4283,46.46035,0,0,
12/01/2024 13:21:39,0,57,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,45,-30,75.49904,-20.41155,0,0,
12/01/2024 13:21:43,0,58,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,225,-30,-146.1603,-23.23032,0,0,
12/01/2024 13:21:47,0,59,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,270,30,-89.36759,15.41861,0,0,
12/01/2024 13:21:54,0,60,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,0,30,179.7195,-18.46534,0,0,
12/01/2024 13:21:59,0,61,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,90,60,100.7594,40.08408,0,0,
12/01/2024 13:22:03,0,62,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,225,30,-101.2613,50.63926,0,0,
12/01/2024 13:22:08,0,63,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,300,0,-87.31652,-11.6376,0,0,
12/01/2024 13:22:13,0,64,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,30,0,135.7927,18.99181,0,0,
12/01/2024 13:22:18,0,65,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,90,30,95.07804,39.96044,0,0,
12/01/2024 13:22:23,0,66,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,90,30,92.6582,5.837914,0,0,
12/01/2024 13:22:27,0,67,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,135,-30,129.9428,-34.96863,0,0,
12/01/2024 13:22:32,0,68,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,0,60,-178.7207,6.566174,0,0,
12/01/2024 13:22:37,0,69,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,315,-30,-149.6488,-22.47853,0,0,
12/01/2024 13:22:41,0,70,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,45,30,91.26302,39.63496,0,0,
12/01/2024 13:22:45,0,71,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,270,0,-93.95463,19.00246,0,0,
12/01/2024 13:22:49,0,72,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,270,30,-90.36225,35.28299,0,0,
12/01/2024 13:22:53,0,73,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,240,0,-115.2394,1.139695,0,0,
12/01/2024 13:22:57,0,74,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,180,-30,-178.7452,-29.88367,0,0,
12/01/2024 13:23:03,0,75,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,210,0,-136.7894,-14.36053,0,0,
12/01/2024 13:23:12,0,76,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,90,-30,89.22687,-37.17932,0,0,
12/01/2024 13:23:16,0,77,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,0,-30,-0.8098756,-0.2112177,0,0,
12/01/2024 13:23:20,0,78,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,60,0,109.9888,0,0,0,
12/01/2024 13:23:25,0,79,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,180,60,179.4152,40.39811,0,0,
12/01/2024 13:23:31,0,80,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,120,0,114.3354,-14.8765,0,0,
12/01/2024 13:23:36,0,81,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,330,0,-160.8657,-10.47337,0,0,
12/01/2024 13:23:40,0,82,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,300,0,-88.2776,0.1065312,0,0,
12/01/2024 13:23:45,0,83,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,90,60,157.4042,38.63454,0,0,
12/01/2024 13:23:49,0,84,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,270,60,-147.8518,-3.584957,0,0,
12/01/2024 13:23:54,0,85,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,60,0,76.11115,25.3259,0,0,
12/01/2024 13:23:59,0,86,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,135,30,126.7226,-8.457237,0,0,
12/01/2024 13:24:04,0,87,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,0,90,179.7824,-1.174365,0,0,
12/01/2024 13:24:08,0,88,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,90,-30,106.778,-31.78571,0,0,
12/01/2024 13:24:12,0,89,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,270,-30,-91.0023,-25.67107,0,0,
12/01/2024 13:24:16,0,90,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,120,0,120.9412,11.9541,0,0,
12/01/2024 13:24:20,0,91,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,270,0,-89.29053,-0.8520276,0,0,
12/01/2024 13:24:24,0,92,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,45,-30,160.3202,-25.56957,0,0,
12/01/2024 13:24:28,0,93,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,330,0,-31.88478,0.03956468,0,0,
12/01/2024 13:24:32,0,94,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,135,-30,139.7847,-48.63546,0,0,
12/01/2024 13:24:37,0,95,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,300,0,-100.7341,1.563104,0,0,
12/01/2024 13:24:42,0,96,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,180,-30,-179.5003,-14.43158,0,0,
12/01/2024 13:24:47,0,97,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,180,-30,176.9641,-54.93342,0,0,
12/01/2024 13:24:52,0,98,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,0,0,-0.1791368,-18.89678,0,0,
12/01/2024 13:26:22,1,0,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,90,0,91.19869,-0.3454843,0,0,
12/01/2024 13:26:27,1,1,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,0,90,179.0842,18.78356,0,0,
12/01/2024 13:26:32,1,2,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,90,60,143.9143,27.60657,0,0,
12/01/2024 13:26:38,1,3,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,0,30,-178.9259,-18.36293,0,0,
12/01/2024 13:26:42,1,4,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,270,-30,-93.84339,-46.69299,0,0,
12/01/2024 13:26:47,1,5,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,0,-30,-0.4073442,0.7942618,0,0,
12/01/2024 13:26:50,1,6,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,0,0,-0.6029587,-19.64296,0,0,
12/01/2024 13:26:54,1,7,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,0,-30,-178.5201,-37.73383,0,0,
12/01/2024 13:26:59,1,8,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,210,0,-152.5982,-12.97815,0,0,
12/01/2024 13:27:04,1,9,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,180,60,177.1808,50.74753,0,0,
12/01/2024 13:27:09,1,10,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,270,60,-103.5409,54.11985,0,0,
12/01/2024 13:27:14,1,11,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,90,-30,94.64541,-30.09615,0,0,
12/01/2024 13:27:17,1,12,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,315,30,-81.35587,41.26283,0,0,
12/01/2024 13:27:21,1,13,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,150,0,159.5559,-2.928707,0,0,
12/01/2024 13:27:25,1,14,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,210,0,-152.7291,-1.543196,0,0,
12/01/2024 13:27:31,1,15,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,180,0,-178.4821,32.0687,0,0,
12/01/2024 13:27:35,1,16,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,0,60,-179.8242,42.31558,0,0,
12/01/2024 13:27:39,1,17,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,240,0,-104.5393,-1.982582,0,0,
12/01/2024 13:27:44,1,18,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,180,0,-178.6603,-12.65884,0,0,
12/01/2024 13:27:48,1,19,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,90,-30,100.9327,-31.68324,0,0,
12/01/2024 13:27:53,1,20,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,135,30,147.6044,19.09217,0,0,
12/01/2024 13:27:57,1,21,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,270,60,-135.8209,56.81128,0,0,
12/01/2024 13:28:01,1,22,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,300,0,-109.5917,13.05433,0,0,
12/01/2024 13:28:08,1,23,P0000_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,1,0,0,149.2108,87.82758,0,0,
12/01/2024 13:28:13,1,24,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,180,30,-1.314029,1.76536,0,0,
12/01/2024 13:28:17,1,25,P0107_HRIR_SONICOM_Synthetic_Windowed_NoITD_Scaled.3dti-hrtf.bytes,3,120,0,127.6103,26.29991,0,0,
12/01/2024 13:28:21,1,26,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,90,30,92.38641,34.46463,0,0,
12/01/2024 13:28:26,1,27,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,0,30,-177.8316,0.2373883,0,0,
12/01/2024 13:28:30,1,28,P0107_HRIR_SONICOM_Measured_Windowed_NoITD_Scaled.3dti-hrtf.bytes,2,225,-30,-142.2804,-29.50898,0,0,
